Timestamp,Latitude,Longitude,Altitude,RelativeAltitude,Roll,Pitch,Yaw,FlightMode,Armed,BatteryVoltage,BatteryCurrent,BatteryLevel,GroundSpeed,AirSpeed
2026-08-08T02:40:13.133512+00:00,18.2949,83.8938,25.0,20.0,0.0,0.0,1.57,AUTO,True,15.8,8.4,82,4.2,4.5
2026-08-08T02:40:15.329628+00:00,18.2949,83.8938,25.0,20.0,0.0,0.0,1.57,AUTO,True,15.8,8.4,82,4.2,4.5
2026-08-08T02:40:15.766856+00:00,18.2949,83.8938,25.0,20.0,0.0,0.0,1.57,AUTO,True,15.8,8.4,82,4.2,4.5
2026-08-08T02:40:16.178266+00:00,18.2949,83.8938,25.0,20.0,0.0,0.0,1.57,AUTO,True,15.8,8.4,82,4.2,4.5
2026-08-08T02:40:16.568616+00:00,18.2949,83.8938,25.0,20.0,0.0,0.0,1.57,AUTO,True,15.8,8.4,82,4.2,4.5
2026-08-08T02:40:16.987312+00:00,18.2949,83.8938,25.0,20.0,0.0,0.0,1.57,AUTO,True,15.8,8.4,82,4.2,4.5
2026-08-08T02:40:17.400787+00:00,18.2949,83.8938,25.0,20.0,0.0,0.0,1.57,AUTO,True,15.8,8.4,82,4.2,4.5
2026-08-08T02:40:17.825695+00:00,18.2949,83.8938,25.0,20.0,0.0,0.0,1.57,AUTO,True,15.8,8.4,82,4.2,4.5
2026-08-08T02:40:18.235760+00:00,18.2949,83.8938,25.0,20.0,0.0,0.0,1.57,AUTO,True,15.8,8.4,82,4.2,4.5
2026-08-08T02:40:18.627573+00:00,18.2949,83.8938,25.0,20.0,0.0,0.0,1.57,AUTO,True,15.8,8.4,82,4.2,4.5
2026-08-08T02:40:19.054074+00:00,18.2949,83.8938,25.0,20.0,0.0,0.0,1.57,AUTO,True,15.8,8.4,82,4.2,4.5
2026-08-08T02:40:19.448224+00:00,18.2949,83.8938,25.0,20.0,0.0,0.0,1.57,AUTO,True,15.8,8.4,82,4.2,4.5
2026-08-08T02:40:19.869250+00:00,18.2949,83.8938,25.0,20.0,0.0,0.0,1.57,AUTO,True,15.8,8.4,82,4.2,4.5
2026-08-08T02:40:20.258516+00:00,18.2949,83.8938,25.0,20.0,0.0,0.0,1.57,AUTO,True,15.8,8.4,82,4.2,4.5
2026-08-08T02:40:20.705373+00:00,18.2949,83.8938,25.0,20.0,0.0,0.0,1.57,AUTO,True,15.8,8.4,82,4.2,4.5
